Type,Title,Song
N,Drain You,"One baby to another says, I'm lucky to have met you I don't care what you think unless it is about me It is now my duty to completely drain you I travel through a tube and end up in your infection  Chew your meat for you Pass it back and forth In a passionate kiss From my mouth to yours I like you  With eyes so dilated, I've become your pupil You taught me everything without a poison apple The water is so yellow, I'm a healthy student Indebted and so grateful, vacuum out the fluids  Chew your meat for you Pass it back and forth In a passionate kiss From my mouth to yours I like you  You, you, you You, you, you  One baby to another says, I'm lucky to have met you I don't care what you think unless it is about me It is now my duty to completely drain you I travel through a tube and end up in your infection  Chew your meat for you Pass it back and forth In a passionate kiss From my mouth to yours Sloppy lips to lips You're my vitamins I like you"
N,Dumb,"I'm not like them But I can pretend The sun is gone But I have a light The day is done But I'm having fun I think I'm dumb  Or maybe just happy Think I'm just happy Think I'm just happy Think I'm just happy  My heart is broke But I have some glue Help me inhale And mend it with you We'll float around And hang out on clouds Then we'll come down  And have a hangover Have a hangover Have a hangover Have a hangover  Skin the sun, fall asleep Wish away, the soul is cheap Lesson learned, wish me luck Soothing burn, wake me up  I'm not like them But I can pretend The sun is gone But I have a light The day is done But I'm having fun I think I'm dumb  Or maybe just happy Think I'm just happy Think I'm just happy Think I'm just happy  I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb"
N,"Endless, Nameless","Silence Here I am Here I am Silent Bright and clear It's what I am I have Died  Mother Mother Mother Mother  Death And violence Excitement Right here Died Go to hell Here I am Right here Ow!  Mother, no m¨¢s No m¨¢s, mam¨¢  Death Is what I am Go to hell Go to jail In back of that Crime Here I am Take a chance Dead Die"
N,Even In His Youth,"Even in his youth Even in his youth Even in his youth He was nothing Kept his body clean Kept his body clean Kept his body clean Going nowhere Daddy was ashamed Daddy was ashamed Daddy was ashamed He was something Disgrace the family name Disgrace the family name Family name, he was something  He was born for your crew I've got nothing left to prove If I die before I wake Hope I don't come back a slave  Even in his youth Even in his youth Even in his youth He was nothing Kept his body clean Kept his body clean Kept his body clean Going nowhere Daddy was ashamed Daddy was ashamed Daddy was ashamed He was the same, he was nothing Disgrace the family name Disgrace the family name Family name, going nowhere  Leave this one, for your brew I've got nothing left to prove If I die before I wake Hope I don't come back a slave Aye-Yeah!  Leave this one, for your brew I've got nothing left to prove If I die before I wake Hope I don't come back again I'm dying  Even in his youth Even in his youth Yeah, yeah Even in his youth Even in his youth Yeah, yeah Even in his youth Yeah, yeah Even in his youth Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah"
N,Floyd the Barber,"Bell on door clangs, come on in Floyd observes my hairy chin Sit down chair, don't be afraid Steamed hot towel on my face  I was shaved I was shaved I was shaved  Barney ties me to the chair I can't see, I'm really scared Floyd breathes hard, I hear a zip Pee-pee pressed against my lips  I was shamed I was shamed I was shamed  I sense others in the room Opie, Aunt Bee, I presume They take turns and cut me up I die smothered in Aunt Bee's muff  I was shamed I was shamed I was shamed"
N,Frances Farmer Will Have Her Revenge on Seattle,"It's so relieving to know that you're leaving As soon as you get paid It's so relaxing to hear that you're asking Whenever you get your way It's so soothing to know that you'll sue me Starting to sound the same  I miss the comfort in being sad I miss the comfort in being sad I miss the comfort in being sad  In her false witness, hope you're still with us To see if they float or drown Our favorite patient, a display of patience Disease-covered Puget Sound She'll come back as fire to burn all the liars Leave a blanket of ash on the ground  I miss the comfort in being sad I miss the comfort in being sad I miss the comfort in being sad  It's so relieving to know that you're leaving As soon as you get paid It's so relaxing to know that you're asking Wherever you get your way It's so soothing to know that you'll sue me It's starting to sound the same  I miss the comfort in being sad I miss the comfort in being sad I miss the comfort in being sad"
N,Gallons of Rubbing Alcohol Flow Through the Strip,"It hurts when you have to press that dull little thing That you're only supposed to use once and then discard Where do you put it? In the garbage can, my honest friend My shyness, pet her flow  She's only been five months late Even though we haven't had sex for a week A meal a day, a meal, I say And my heart's made, my¡ª  Somebody else already used the word 'aurora borealis' She was tied up in chains, and Sam had helped her in the freezer  She's only five weeks late But I haven't had a date forever Ever Ever Forever  Wish I had more More opportunity More chances to remember some things So I couldn't have so much pressure on my¡ª On my, on my, um¡ª(Ooh) Uh, on my Um, um Head  We'd have so much more diversity And so much more input So much more creative flow If we had someone in school, a G-I-T G-I-T Geeks in town (Ha) Come on, Dave, think of one (Girls in trouble) It should be GIC, geeks with charvels No, GWC Fuck, man, this is a waste of time  A-hahaha Hahaha One more solo? Yeah! Yeah!  You're¡ªpersonally responsible for The entire strip to be washed away Cleansed, as if gallons of, um, rubbing alcohol Flowed through the strip and were set on fire It didn't just singe the hair, it made it straight And then Perry Ellis came along with his broom And his silk And he¡ª He erected a beautiful city A city of stars"
N,Hairspray Queen,"I was your mind, you were my, my enemy You were mine, I was your, your enemy You would mind, I was your, your enemy You were mine, I was, was your ene  Ears rang Your ears rang  I was your mind, you were my, my enemy You were mine, I was your, your enemy At night the witch go god  I was your mind, you were my, my enemy You were mine, I was your, your enemy You would mind, I was your, your enemy You were mine, I was, was your ene  At night, wishful goddess At night, wish the hardest At night, disco goddess At night, to itch so modest At night, the Crisco Loch Ness At right, the mouthful omelet At sight, the fishful goblets At night, the witch go god"
N,Heart-Shaped Box,"She eyes me like a Pisces when I am weak I've been locked inside your heart-shaped box for weeks I've been drawn into your magnet tar pit trap I wish I could eat your cancer when you turn black  Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice  Meat-eating orchids forgive no one just yet Cut myself on angel hair and baby's breath Broken hymen of 'Your Highness', I'm left black Throw down your umbilical noose so I can climb right back  Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice  She eyes me like a Pisces when I am weak I've been locked inside your heart-shaped box for weeks I've been drawn into your magnet tar pit trap I wish I could eat your cancer when you turn black  Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice Your advice Your advice"
N,Heartbreaker,"'Heartbreaker'! I don't know how to play it!  Hey fellas, have you heard the news? You know that Annie's back in town It won't take long, just watch and see How the fellas lay their money down Her style is new, but the face the same as it was so long ago But from her eyes, a different smile  Solo! Do a solo, solo!"
N,Here She Comes Now,"Now, she ever comes now, now She ever comes now, now She ever comes now Now, she ever comes now, now She ever comes now, now She ever comes now  Oh, she looks so good Oh, she's made out of wood She said so  Now, she ever comes now, now She ever comes now, now She ever comes now Now, she ever comes now, now She ever comes now, now She ever comes now  Oh, she looks so good Oh, she's made out of wood She said so  Now, she ever comes now, now She ever comes now, now She ever comes now Now, she ever comes now, now She ever comes now, now She ever comes now  Oh, she looks so good Oh, she's made out of wood Oh, she looks so good Oh, she's made out of wood She said so  Now, she ever comes now, now She ever comes now, now She ever comes now Now, she ever comes now, now She ever comes now, now She ever comes now  Oh, she looks so good Oh, she's made out of wood Oh, she looks so good Oh, she's made out of wood Said  She ever comes now, now, now Oh, she ever comes now, now Ever, ever, ever comes now, now Ever comes, ever comes now, now, now Now, now, now, now, now, now, now Never comes now, now, now"
N,I Hate Myself and Want to Die,"Ready?  Even if you own a wide Even if you rack, I may say I could never want a bribe I've been there for matter, well said  In the someday, with my sound In the someday, with my sound In the someday, with my sound In the someday  Even if you wanted light I could never matter to play Even if you want a life Even if I like it, you're sad  In the someday, in my sound In the someday, in my sound In the someday, in my sound In the someday, in my sound  Even if you own a wife Even if you wanted one thing I could never want a life I could never, only one day  In the someday, in my sound In the someday, in my sound In the someday, in my sound In the someday, in my sound"
N,If You Must,"I can read, I can write I can breed, proven flight Nurse my greed, crease infold Is it me, or my ego?  Write some words, make them rhyme Thesis or storyline Set the mood, something new Is it me, or my attitude?  If you want to put off an image The extremes, the extremes Act it out, practicing Perfecting, pressuring Onto me Onto me Onto me  I will wade in the fire To explain your asylum Idle times, analyzing We'll compare all our sightings If you must  I speak To hear My voice  I can read, I can write I can breed, proven flight Nurse my greed, crease infold Is it me, or my ego?  Write some words, make them rhyme Thesis or storyline Set the mood, something new Is it me, or my attitude?  If you want to put off an image The extremes, the extremes Act it out, practicing Perfecting, pressuring Onto me Onto me Onto me Onto me Onto me Onto me Onto me"
N,In Bloom,"Sell the kids for food Weather changes moods Spring is here again Reproductive glands  He's the one who likes all our pretty songs And he likes to sing along and he likes to shoot his gun But he don't knows not what it means Don't knows what it means, when I say He's the one who likes all our pretty songs And he likes to sing along and he likes to shoot his gun But he don't know what it means, don't know what it means, and I say, Yeah  We can have some more Nature is a whore Bruises on the fruit Tender age in bloom  He's the one who likes all our pretty songs And he likes to sing along and he likes to shoot his gun But he don't know what it means Don't know what it means, and I say He's the one who likes all our pretty songs And he likes to sing along and he likes to shoot his gun But he don't know what it means Don't know what it means, and I say, Yeah  He's the one who likes all our pretty songs And he likes to sing along and he likes to shoot his gun But he don't know what it means Don't know what it means, and I say He's the one who likes all our pretty songs And he likes to sing along and he likes to shoot his gun But he don't know what it means Don't know what it means Don't know what it means Don't know what it means, and I say, Yeah"
N,Jesus Doesn't Want Me For A Sunbeam,"Jesus, doesn't want me for a sunbeam Sunbeams are never made like me  Don't expect me to cry For all the reasons you had to die Don't ever ask your love of me  Don't expect me to cry Don't expect me to lie Don't expect me to die for thee  Jesus, don't want me for a sunbeam Sunbeams are never made like me  Don't expect me to cry For all the reasons you had to die Don't ever ask your love of me  Don't expect me to cry Don't expect me to lie Don't expect me to die for thee  Don't expect me to cry Don't expect me to lie Don't expect me to die for thee  Jesus, don't want me for a sunbeam Sunbeams are never made like me  Don't expect me to cry For all the reasons you had to die Don't ever ask your love of me  Don't expect me to cry Don't expect me to lie Don't expect me to die Don't expect me to cry Don't expect me to lie Don't expect me to die for thee  I guarantee you I will screw this song up so What song is it? Well, I'll at least know which part I'll screw up Yeah, like he only screws one up"
N,Lake of Fire,Where do bad folks go when they die? They don't go to heaven where the angels fly Go to a lake of fire and fry See 'em again 'til the Fourth of July  I knew a lady who came from Duluth Bitten by a dog with a rabid tooth She went to her grave just a little too soon Flew away howling on the yellow moon  Where do bad folks go when they die? They don't go to heaven where the angels fly Go to a lake of fire and fry See 'em again 'til the Fourth of July  People cry and people moan Look for a dry place to call their home Try to find some place to rest their bones While the angels and the devils try to make 'em their own  Where do bad folks go when they die? They don't go to heaven where the angels fly Go to a lake of fire and fry See 'em again 'til the Fourth of July
N,Lithium,"I'm so happy 'cause today I found my friends, they're in my head I'm so ugly, that's okay, 'cause so are you, we broke our mirrors Sunday mornin' is every day for all I care and I'm not scared Light my candles in a daze 'cause I've found God  Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah  I'm so lonely, that's okay, I shaved my head and I'm not sad And just maybe I'm to blame for all I've heard, but I'm not sure I'm so excited, I can't wait to meet you there and I don't care I'm so horny, that's okay, my will is good  Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah!  I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack  I'm so happy 'cause today I found my friends, they're in my head I'm so ugly, that's okay, 'cause so are you broke our mirrors Sunday mornin' is everyday for all I care and I'm not scared Light my candles in a daze 'cause I've found God  Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah, yeah Yeah!  I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack"
N,Lounge Act,"Truth covered insecurity I can't let you smother me I'd like to but it couldn't work Trading off and taking turns I don't regret a thing  And I've got this friend, you see who makes me feel And I wanted more than I could steal I'll arrest myself, I'll wear a shield I'll go out of my way to prove I still Smell her on you  Don't tell me what I wanna hear Afraid of never knowing fear Experience anything you need I'll keep fighting jealousy Until it's fucking gone  I've got this friend, you see who makes me feel and I Wanted more than I could steal I'll arrest myself, I'll wear a shield I'll go out of my way to prove I still Smell her on you  Truth covered insecurity I can't let you smother me I'd like to but it couldn't work Trading off and taking turns Don't regret a thing  And I've got this friend, you see who makes me feel And I wanted more than I could steal I'll arrest myself, I'll wear a shield I'll go out of my way to make you a deal We'll make a pact to learn from who Ever we want without new rules And we'll share what's lost and what we grew They'll go out of their way to prove they still Smell her on you They still smell her on you Smell her on you"
N,Love Buzz,Would you believe me when I tell you You're the queen of my heart Please don't deceive me when I hurt you Just ain't the way it seems  Can you feel my love buzz? Can you feel my love buzz? Can you feel my love buzz? Can you feel my love buzz?  Would you believe me when I tell you You're the queen of my heart Please don't deceive me when I hurt you Just ain't the way it seems  Can you feel my love buzz? Can you feel my love buzz? Can you feel my love buzz? Can you feel my love buzz?
N,The Man Who Sold the World,"We passed upon the stairs We spoke of was and when Although I wasn't there He said I was his friend Which came as a surprise I spoke into his eyes I thought you died alone A long long time ago  Oh no, not me We never lost control You're face to face With the man who sold the world  I laughed and shook his hand And made my way back home I searched for foreign land For years and years I roamed I gazed a gazely stare We walked a million hills I must have died alone A long, long time ago  Who knows? Not me I never lost control You're face to face With the man who sold the world  Who knows? Not me We never lost control You're face to face With the man who sold the world"
N,Marigold,He's there in case I want it all He's scared 'cause I want He's scared in case I want it all He's scared 'cause I want  All in all the clock is slow Six color pictures all in a row Of a marigold  He's there in case I want it all He's there 'cause I want He's there in case I want it all He's scared 'cause I want  All in all the clock is slow Six color pictures all in a row Of a marigold  He's there in case I want it all He's scared 'cause I want He's there in case I want it all He's there 'cause I want  All in all the clock is slow Six color pictures all in a row Of a marigold
N,Mexican Seafood,"Ah, the itchy flakes, it is inflaming To the gels and creams, it is pertaining To a fungus mold is my injection Hope it's only a, a yeast infection  Only hurts when I Hurts when I pee Oh well, it hurts when I Hurts when I sing  Now I vomit cum and diarrhea On the tile floor like oatmeal pizza With a toilet bowl full of a cloudy pus I feel my blood becoming chowder rust  Only hurts when I Hurts when I pee Oh well, it hurts when I Hurts when I sing  Roll into my bed, which does consist of Lice, bugs, and fleas, and yellow mucus Stained dirt Vaseline, toe jam and booger Stomach acid worms that dance in sugared sludge"
N,Milk It,"I am my own parasite I don't need a host to live We feed off of each other We can share our endorphins  Doll steak Test meat  Look on the bright side, suicide Lost eyesight I'm on your side Angel left wing, right wing, broken wing Lack of iron and/or sleeping  I own my own pet virus I get to pet and name her Her milk is my shit My shit is her milk  Test meat Doll steak  Look on the bright side, suicide Lost eyesight I'm on your side Angel left wing, right wing, broken wing Lack of iron and/or sleeping  Doll steak Test meat  Look on the bright side, suicide Lost eyesight I'm on your side Angel left wing, right wing, broken wing Lack of iron and/or sleeping  Protector of the kennel Ecto-plasma, ecto-skeletal Obituary birthday Your scent is still here in my place of recovery"
N,Raunchola / Moby Dick,"This is a hard, core beat You even can dance if you like You won't get in trouble And if you had some space You won't know who hit ya You won't even give a fuck Watching them take you away Is it wrong or right Yeah!  Whats with the wait you waiter You only ate your garnish I ordered spam and rice Is this to say your fired We danced on the tabletops We only have a dollar We ordered too many cocktails Watching the weight of the world"
N,Moist Vagina,She had a moist vagina I particularly enjoyed the circumference  I've been sucking walls of her anus Anilingus I prefer her to any other  Marijuana Marijuana Marijuana  She had a moist vagina I preferred her to any other  Marijuana Marijuana Marijuana Marijuana Marijuana Marijuana Marijuana Marijuana Marijuana Marijuana Marijuana
N,Molly's Lips,"She said She'd take me anywhere She'd take me anywhere As long as she stays with me She said She'd take me anywhere She'd take me anywhere As long as I stay clean  Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips  She said She'd take me anywhere She'd take me anywhere As long as she stays with me She said She'd take me anywhere She'd take me anywhere As long as I stay clean  Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips  She said She'd take me anywhere She'd take me anywhere As long as she stays with me She said She'd take me anywhere She'd take me anywhere As long as I stay clean  Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips Kiss, kiss, Molly's lips"
N,Mr. Moustache,"Fill me in on your new vision Wake me up with indecision Help me trust your mighty wisdom Yes, I eat cow, I am not proud  Show me how you question questions Lead the way to my temptations Take my hand and give it cleaning Yes, I eat cow, I am not proud  Easy in an easy chair Poop as hard as rock I don't like you anyways Seal it in a box  I'm new I'm new  Fill me in on your new vision Wake me up with indecision Help me trust your mighty wisdom Yes, I eat cow, I am not proud  Show me how you question questions Lead the way to my temptation Take my hand and give it cleaning Yes, I eat cow, I am not proud  Easy in an easy chair Poop as hard as rock I don't like you anyways Seal it in a box  I'm new I'm new I'm new I'm new, ah!"
N,Mrs. Butterworth,"Your life is shit Shit Your life is bogus Bull Your life is crime Crime Your life is hell Hell  I'm gonna die Start a new union I'm gonna die With my libido I'm gonna die Start a new union I'm gonna die Don't fuck with me  Your life is shit Shit Your life is clean It's clean Your life is lame Without some friends Your life is stale, frail Frail  I'm gonna die Start a new union I'm on a hill Help my libido I'm gonna die Start a new union I'm on a hill Help my libido I'm gonna die Start a new union I'm on a hill Help my libido I'm gonna die Start a new union I'm on a hill Watch the pain!  Your life is shit  I'm gonna open up myself a flea market I'm gonna open up myself a flea market And you're gonna wish that you did Gonna retire on the profits First off, I'm gonna empty out all of my Mrs. Butterworth jars And I'm gonna put 'em on a shelf With my 800 dollar a month tax free Century21 shop And then I am going to put my Mrs. Butterworth syrup jars on the shelf Next to all the commemorative fast food chain glasses and cups I've accumulated over the past 62 years Then I'm going to get some plywood I'm going to get some plywood And cut them up into two by two feet squares Then I'm going to get some burlap And I'm going to cut them into two by two feet squares And then I'm going to put them onto the pieces of plywood And then I'm going to go to the beach I'm going to go to the beach And I'm gonna collect some shells and driftwood  And then I'm going to take the shells and driftwood And glue them onto the plywood and burlap And sell 'em for lots of money People will be paying top dollar For my kids' new used new toys and clothing Then maybe someday I can get rid of that piss-stained mattress I've been sleeping on  I'm gonna die Start a new union I'm on a hill Help my libido I'm gonna die Start a new union I'm gonna cry Help my libido I'm gonna die Start a new union I'm gonna die Help my libido I'm gonna die Start a new union I'm gonna die Watch the pain!"
N,Negative Creep,This is out of our reach This is out of our reach This is out of our reach and it's grown This is getting to be This is getting to be This is getting to be drone  I'm a negative creep I'm a negative creep I'm a negative creep and I'm stoned I'm a negative creep I'm a negative creep I'm a negative creep and I'm I'm  Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more  This is out of our range This is out of our range This is out of our range and it's crude This is getting to be This is getting to be This is getting to be like drone  I'm a negative creep I'm a negative creep I'm a negative creep and I'm stoned! I'm a negative creep I'm a negative creep I'm a negative creep and I'm! Aah!  Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more!  Yeah! Drone Stoned  Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more Daddy's little girl ain't a girl no more
N,"Oh, Me","If I had to lose a mile If I had to touch feeling I would lose my soul The way I do I don't have to think I only have to do it The results are always perfect But that's old news Would you like to hear my voice sprinkled with emotion? Invented at your birth  I can't see the end of me My whole expanse, I cannot see Formulate infinity Store it deep inside me  If I had to lose a mile If I had to touch feeling I would lose my soul The way I do I don't have to think I only have to do it The results are always perfect But that's old news Would you like to hear my voice sprinkled with emotion? Invented at your birth  I can't see the end of me My whole expanse, I cannot see Formulate infinity Store it deep inside me (Formulate infinity, deep inside me)"
N,"Oh, the Guilt","She seems to think She seems too weak She takes a week to get over it She likes the sea She likes to see She likes to think she has all of it  She likes the sound She likes the sand She likes to stand, she can't afford to sit  She likes to be She likes to be She likes to be  She's into guilt Guilt Guilt Guilt  She likes to think She likes to drink She seems too weak, she takes all the rent  She likes the time She owns the time She borrows time to self-invent  She seems too weak She likes to see She likes to think she has all of it  She likes the sand She likes to stand She likes to sit  She likes to go Go Go Go Go  She seems to think She seems too weak She takes a week to get over it She likes the sea She likes to see She likes to think she has all of it She likes the sound She likes the sand She likes to stand, she can't afford to sit She likes to be She likes to be She likes to be  She likes to go Go Go Go Go Go Go Go"
N,Old Age,We're rolling. Are we or not?  One more day to complete my service One more high to decay my nervous Wondering how I'm gonna find a way It's over One more day to complete my service One more time here to fade my servant One more day if I find a way Over  She seemed to read minds And I know a later time We could make it with you Leave the soul  Old age Old age Old age Old age  One more day to complain my servant One more doubt here to find a servant One more time here if I find a way It's over  Wondering how I'll mantain my cover One more day here to save my lover Wondering how I'm gonna find a way It's over  She seemed to read minds And I know a later time We could make it here with you Leave the soul  Old age Old age Old age Old age  Just you need And read You're freak Hmmm And knew You read You flew Ooo Hmmm  One more day to complete my circuit One more high here to find my nervous Someday I'm gonna find a way It's over One more doubt here to claim my supper I can have anything you want to One more day if I find a way It's over  She seemed to read minds And I know we were out of time Breathe the way here with you Dream the same on the dew Breathe the same on her Take a moan on a man Breathe the shame onto you Breathe the lie  Old age Old age Old age Old age Old age Old age Old age  Or we could fade out?
N,On a Plain,"I'll start this off without any words I got so high, I scratched till I bled I love myself better than you I know it's wrong so what should I do? The finest day that I've ever had Was when I learned to cry on command Love myself better than you I know it's wrong so what should I do? (Ooh, ooh)  I'm on a plain (Ooh, ooh) I can't complain (Ooh, ooh) I'm on a plain (Ooh, ooh)  My mother died every night It's safe to say, don't quote me on that  I love myself better than you I know it's wrong so what should I do?  The black sheep got blackmailed again Forgot to put on the zip code Love myself better than you I know it's wrong so what should I do? (Ooh, ooh)  I'm on a plain (Ooh, ooh) I can't complain (Ooh, ooh) I'm on a plain (Ooh, ooh)  Somewhere I have heard this before In a dream my memory has stored As a defense I'm neutered and spayed What the hell am I trying to say?  It is now time to make it unclear To write off lines that don't make sense Love myself better than you I know it's wrong so what should I do?  And one more special message to go And then I'm done and I can go home Love myself better than you I know it's wrong so what should I do? (Ooh, ooh)  I'm on a plain (Ooh, ooh) I can't complain (Ooh, ooh) I'm on a plain (Ooh, ooh) I can't complain (Ooh, ooh) I'm on a plain (Ooh, ooh) I can't complain (Ooh, ooh) I'm on a plain (Ooh, ooh) I can't complain (Ooh, ooh) I'm on a plain (Ooh, ooh) (Ooh, ooh)"
N,Opinion,"Oh, this song's called Opinion  Congratulations you have won It's a years subscription of bad puns And it makes your story of concern And they set it up before it burns  My opinions, hmm, mm My opinions, hmm, mm My opinions, hmm, mm My opinions, hmm, mm  And there seems to be a problem here And the scale of emotion seems to clear Now they rise and fall like wall street stock And they have an affect on our heartbeat's tock  Our opinions, hmm, mm Our opinions, hmm, mm Our opinions, hmm, mm Our opinions, hmm, mm  Congratulations you have won It's a years subscription of bad puns And it makes your story of concern And you set it up before it burns  Your opinions, hmm, mm Your opinions, hmm, mm Your opinions, hmm, mm Your opinions, hmm, mm Your opinions, hmm, mm"
N,The Other Improv,"It's an odd alliance It's another light I say What alone tonight Even if my eyes Even have some time Bet it all tonight  Listen I have been banging away Even if you had a sight My  It's mad enough tonight And forests have never grown It's another light And I can never have mine  It's not mine It's not mine Instead I hide  I've been here for my friends I never know if I said Watching out for me When I can love you Have your way  And she might as well know I Seem more high High Than  I said minerals will make the world If we did not have chemicals You would not be writing my death certificate  Biting is my friend My dog left me a sand send One more day than I can plan Ends safe from you Biting ass a lie friend When I will ever have a friend? Biting silent as a man His silence setting up around  And she improvised And she was supervised I was arised Or arosed Or a rose Or a rose  Or aroused And fine Fine line When I Said Night time When I Could never kind And I My milk is your shit My milk is your shit It's hard and boiled And, and sour all again My milk is your shit My milk is your shit My milk is your shit My milk is your shit My milk is your shit My milk is your shit My milk is your shit My milk is your shit It revolves It revolves It revolves It revolves It revolves It revolves It revolves It revolves It revolves It revolves Cause it's biting out what was My milk is your shit My milk is your shit My milk is your shit My milk is your shit My milk is your shit My milk is your shit My milk is your shit My milk is piss Don't you love that I can bite?"
N,Paper Cuts,At my feeding time She'd push food through the door I crawl towards the crack of light Sometimes I can't find my way Newspapers spread around Soaking all that they can A cleaning is due again A good hosing down  The lady whom I feel maternal love for Cannot look me in the eyes But I see hers and they are blue And they cock and twitch and masturbate  Why? I said so I said so I said so  Nirvana Nirvana Nirvana Nirvana Nirvana  Black windows of paint I scratch with my nails I see others just like me Why do they not try to escape? They bring out the older ones They point at my way They come with their flashing lights And take my family away  And very later I have learned to Accept some friends of ridicule My whole existence is for your amusement And that is why I'm here with you  To take Me with Your life  Nirvana Nirvana Nirvana Nirvana Nirvana Nirvana Nirvana Nirvana
N,Pen Cap Chew,"Mmmm, lies again Mmmm, lies Mmmm, lies again Mmmm, lies Mmmm, lies again Mmmm, lies Mmmm Mmmm  You go, you give, you get You get to me All the years of tyrants, such an easy way to go You go, you give, you get You get to me Hide the struggle in the skin under a fingernail  Mmmm, lies again Mmmm, lies Mmmm, lies again Mmmm, lies Mmmm, lies again Mmmm, lies Mmmm Mmmm You are lonely  Waste your time by saving worthless gullibles Give up all additions in there where it's cold This decade is the age of rehashing Protest swine, go to jail, the travesty Two minutes slow  Oh Go, go"
N,Pennyroyal Tea,I'm on my time with everyone I have very bad posture  Sit and drink Pennyroyal Tea Distill the life that's inside of me Sit and drink Pennyroyal Tea I'm anemic royalty  Give me a Leonard Cohen afterworld So I can sigh eternally  I'm so tired I can't sleep I'm a liar and a thief Sit and drink Pennyroyal Tea I'm anemic royalty  I'm on warm milk and laxatives Cherry-flavored antacids  Sit and drink Pennyroyal Tea Distill the life that's inside of me Sit and drink Pennyroyal Tea I'm anemic royalty
N,Plateau,"Many a hand has scaled the grand old face of the plateau Some belong to strangers, and some to folks you know Holy ghosts and talk show hosts are planted in the sand To beautify the foothills, and shake the many hands  Nothing on the top but a bucket and a mop And an illustrated book about birds You see a lot up there but don't be scared Who needs action when you got words  When you've finished with the mop, then you can stop And look at what you've done The plateau's clean, no dirt to be seen And the work, it was fun  Nothing on the top but a bucket and a mop And an illustrated book about birds You see a lot up there but don't be scared Who needs action when you got words  Many hands began to scan around for the next plateau Some say it was Greenland, and some say Mexico Others decided it was nowhere except for where they stood But those were all just guesses Wouldn't help you if they could"
N,Polly,"Polly wants a cracker I think I should get off her first I think she wants some water To put out the blow torch  Isn't me, have a seed Let me clip dirty wings Let me take a ride, hurt yourself Want some help, plead myself Got some rope, haven't told Promise you, have been true Let me take a ride, hurt yourself Want some help, please myself  Polly wants a cracker Maybe she would like more food And ask me to untie her Chase would be nice for a few  Isn't me, have a seed Let me clip dirty wings Let me take a ride, hurt yourself Want some help, please myself Got some rope, haven't told Promise you, have been true Let me take a ride, hurt yourself Want some help, please myself  Polly said  Polly says her back hurts She's just as bored as me She caught me off my guard Amazes me the will of instinct  Isn't me, have a seed Let me clip dirty wings Let me take a ride, hurt yourself Want some help, plead myself Got some rope, haven't told Promise you, have been true Let me take a ride, hurt yourself Want some help, please myself"
